Project Name:,Project Name,Specimen ID/Lab #,Specimen ID,Technician:,Your Name Here,Date:,8/23/2016 6:34,File Version,1.2,,,
0.099438,-141.638645,77.9,12.4,,,,,,,,,
0.099231,-145.66581,77.9,12.44,,,,,,,,,
0.099019,-150.373646,77.9,12.48,,,,,,,,,
0.098834,-155.155334,77.9,12.52,,,,,,,,,
0.098587,-159.470434,77.9,12.56,,,,,,,,,
0.098408,-164.407552,77.72,12.6,,,,,,,,,
0.098232,-167.829694,77.72,12.64,,,,,,,,,
0.098034,-172.089063,77.72,12.68,,,,,,,,,
0.097825,-176.946827,77.72,12.72,,,,,,,,,
0.097592,-180.924461,77.72,12.76,,,,,,,,,
0.09739,-185.413561,77.72,12.8,,,,,,,,,
0.097209,-189.05915,77.72,12.84,,,,,,,,,
0.097026,-192.974248,77.72,12.88,,,,,,,,,
0.096817,-197.096531,77.72,12.92,,,,,,,,,
0.096636,-200.872354,77.72,12.96,,,,,,,,,
0.096456,-205.224616,77.72,13,,,,,,,,,
0.096239,-208.817231,77.72,13.04,,,,,,,,,
0.096045,-212.975541,77.72,13.08,,,,,,,,,
0.095852,-217.007309,77.72,13.12,,,,,,,,,
0.095642,-220.951639,77.72,13.16,,,,,,,,,
0.095448,-225.313086,77.72,13.2,,,,,,,,,
0.095228,-228.646773,77.72,13.24,,,,,,,,,
0.09505,-232.636811,77.72,13.28,,,,,,,,,
0.094834,-236.619605,77.72,13.32,,,,,,,,,
0.094638,-240.245406,77.72,13.36,,,,,,,,,
0.09444,-244.880764,77.72,13.4,,,,,,,,,
0.094229,-248.483581,77.72,13.44,,,,,,,,,
0.094017,-252.727079,77.72,13.48,,,,,,,,,
0.093795,-257.193598,77.72,13.52,,,,,,,,,
0.093614,-261.146355,77.72,13.56,,,,,,,,,
0.093434,-265.070566,77.72,13.6,,,,,,,,,
0.09324,-269.033217,77.72,13.64,,,,,,,,,
0.093044,-273.325216,77.72,13.68,,,,,,,,,
0.092819,-277.718546,77.72,13.72,,,,,,,,,
0.092623,-281.95492,77.72,13.76,,,,,,,,,
0.092405,-286.288199,77.72,13.8,,,,,,,,,
0.092213,-290.510962,77.72,13.84,,,,,,,,,
0.092006,-295.206158,77.72,13.88,,,,,,,,,
0.091813,-299.976886,77.72,13.92,,,,,,,,,
0.091645,-304.028798,77.72,13.96,,,,,,,,,
0.091451,-309.168568,77.72,14,,,,,,,,,
0.091247,-313.424635,77.72,14.04,,,,,,,,,
0.091051,-318.454552,77.72,14.08,,,,,,,,,
0.090846,-324.004953,77.72,14.12,,,,,,,,,
0.090627,-328.783492,77.72,14.16,,,,,,,,,
0.090472,-334.204322,77.72,14.2,,,,,,,,,
0.090269,-339.375432,77.72,14.24,,,,,,,,,
0.090079,-344.935513,77.72,14.28,,,,,,,,,
0.089841,-350.775756,77.72,14.32,,,,,,,,,
0.089639,-356.539709,77.72,14.36,,,,,,,,,
0.089455,-362.187418,77.72,14.4,,,,,,,,,
0.089268,-367.986403,77.72,14.44,,,,,,,,,
0.089063,-374.197226,77.72,14.48,,,,,,,,,
0.088882,-380.756545,77.72,14.52,,,,,,,,,
0.08868,-387.090358,77.72,14.56,,,,,,,,,
0.088477,-394.15719,77.72,14.6,,,,,,,,,
0.088284,-400.627959,77.72,14.64,,,,,,,,,
0.08809,-407.70246,77.72,14.68,,,,,,,,,
0.087892,-415.262863,77.72,14.72,,,,,,,,,
0.087692,-422.473657,77.72,14.76,,,,,,,,,
0.087464,-430.752687,77.72,14.8,,,,,,,,,
0.087255,-438.621512,77.72,14.84,,,,,,,,,
0.087061,-446.86125,77.72,14.88,,,,,,,,,
0.086907,-455.116893,77.72,14.92,,,,,,,,,
0.086706,-463.771191,77.72,14.96,,,,,,,,,
0.08647,-473.084229,77.72,15,,,,,,,,,
0.086294,-473.751019,77.72,15.04,,,,,,,,,
0.086237,-454.705505,77.72,15.08,,,,,,,,,
0.086179,-437.168588,77.72,15.12,,,,,,,,,
0.086135,-416.723977,77.72,15.16,,,,,,,,,
0.08622,-358.722669,77.72,15.2,,,,,,,,,
0.086413,-284.07371,77.72,15.24,,,,,,,,,
0.0866,-219.976025,77.72,15.28,,,,,,,,,
0.086826,-170.0955,77.72,15.32,,,,,,,,,
0.087077,-128.469519,77.72,15.36,,,,,,,,,
0.087251,-93.940489,77.72,15.4,,,,,,,,,
0.087432,-63.349009,77.72,15.44,,,,,,,,,
0.087697,-37.060297,77.72,15.48,,,,,,,,,
0.087848,-14.964748,77.72,15.52,,,,,,,,,
0.088067,5.118391,77.72,15.56,,,,,,,,,
0.088292,21.965732,77.72,15.6,,,,,,,,,
0.088512,36.908135,77.72,15.64,,,,,,,,,
0.088722,50.532656,77.72,15.68,,,,,,,,,
0.088909,63.145953,77.72,15.72,,,,,,,,,
0.08911,74.115918,77.72,15.76,,,,,,,,,
0.089285,84.010445,77.72,15.8,,,,,,,,,
0.089476,93.961946,77.72,15.84,,,,,,,,,
0.089674,101.891278,77.72,15.88,,,,,,,,,
0.089873,109.38228,77.72,15.92,,,,,,,,,
0.090109,117.220399,77.72,15.96,,,,,,,,,
0.090329,123.608938,77.72,16,,,,,,,,,
0.09053,130.22477,77.72,16.04,,,,,,,,,
0.090718,136.830056,77.72,16.08,,,,,,,,,
0.09092,142.450178,77.72,16.12,,,,,,,,,
0.091091,148.794986,77.72,16.16,,,,,,,,,
0.091285,154.142107,77.72,16.2,,,,,,,,,
0.091478,159.788324,77.72,16.24,,,,,,,,,
0.091683,165.527743,77.72,16.28,,,,,,,,,
0.091874,171.108051,77.72,16.32,,,,,,,,,
0.092081,176.649872,77.72,16.36,,,,,,,,,
0.092286,181.63227,77.72,16.4,,,,,,,,,
0.092493,186.255521,77.72,16.44,,,,,,,,,
0.092702,191.290101,77.72,16.48,,,,,,,,,
0.092882,195.247119,77.72,16.52,,,,,,,,,
0.093081,200.107107,77.72,16.56,,,,,,,,,
0.093298,204.447133,77.72,16.6,,,,,,,,,
0.093526,209.109191,77.72,16.64,,,,,,,,,
0.093718,213.502817,77.72,16.68,,,,,,,,,
0.093927,216.518424,77.72,16.72,,,,,,,,,
0.094093,220.973818,77.72,16.76,,,,,,,,,
0.094316,224.219049,77.72,16.8,,,,,,,,,
0.094521,227.816587,77.72,16.84,,,,,,,,,
0.094708,231.677954,77.72,16.88,,,,,,,,,
0.0949,235.288724,77.72,16.92,,,,,,,,,
0.095139,238.255973,77.72,16.96,,,,,,,,,
0.095282,241.674825,77.72,17,,,,,,,,,
0.09551,244.971136,77.72,17.04,,,,,,,,,
0.095743,248.272963,77.72,17.08,,,,,,,,,
0.095884,250.968975,77.72,17.12,,,,,,,,,
0.096117,254.703138,77.72,17.16,,,,,,,,,
0.096317,257.642834,77.72,17.2,,,,,,,,,
0.096482,260.904682,77.72,17.24,,,,,,,,,
0.096715,263.65078,77.72,17.28,,,,,,,,,
0.096941,266.792596,77.72,17.32,,,,,,,,,
0.09709,270.054751,77.72,17.36,,,,,,,,,
0.097302,273.294728,77.72,17.4,,,,,,,,,
0.097479,275.605483,77.72,17.44,,,,,,,,,
0.097705,278.761573,77.72,17.48,,,,,,,,,
0.097921,282.228452,77.72,17.52,,,,,,,,,
0.09812,285.924269,77.72,17.56,,,,,,,,,
0.0983,288.409095,77.54,17.6,,,,,,,,,
0.098481,291.111498,77.54,17.64,,,,,,,,,
0.098682,294.370458,77.54,17.68,,,,,,,,,
0.098884,297.455039,77.54,17.72,,,,,,,,,
0.099122,300.877395,77.54,17.76,,,,,,,,,
0.09934,303.92008,77.54,17.8,,,,,,,,,
0.099532,307.184863,77.54,17.84,,,,,,,,,
0.09973,310.865129,77.54,17.88,,,,,,,,,
0.099905,313.804139,77.54,17.92,,,,,,,,,
0.100094,317.411761,77.54,17.96,,,,,,,,,
0.100317,320.70393,77.54,18,,,,,,,,,
0.100517,324.19029,77.54,18.04,,,,,,,,,
0.100672,327.616006,77.54,18.08,,,,,,,,,
0.10088,330.886517,77.54,18.12,,,,,,,,,
0.101115,334.997084,77.54,18.16,,,,,,,,,
0.101322,338.940041,77.54,18.2,,,,,,,,,
0.101516,342.538243,77.54,18.24,,,,,,,,,
0.101694,346.11933,77.54,18.28,,,,,,,,,
0.101876,350.300031,77.54,18.32,,,,,,,,,
0.102118,354.754147,77.54,18.36,,,,,,,,,
0.102323,358.493707,77.54,18.4,,,,,,,,,
0.10249,362.513166,77.54,18.44,,,,,,,,,
0.102676,366.689844,77.54,18.48,,,,,,,,,
0.102872,370.890996,77.54,18.52,,,,,,,,,
0.103072,375.592962,77.54,18.56,,,,,,,,,
0.103275,380.245055,77.54,18.6,,,,,,,,,
0.103515,384.298529,77.54,18.64,,,,,,,,,
0.103689,389.15331,77.54,18.68,,,,,,,,,
0.10387,393.242289,77.54,18.72,,,,,,,,,
0.104093,398.403362,77.54,18.76,,,,,,,,,
0.104298,403.140905,77.54,18.8,,,,,,,,,
0.104515,407.90723,77.54,18.84,,,,,,,,,
0.104722,413.022076,77.54,18.88,,,,,,,,,
0.104908,417.412566,77.54,18.92,,,,,,,,,
0.105098,422.620009,77.54,18.96,,,,,,,,,
0.105283,427.27035,77.54,19,,,,,,,,,
0.105517,432.060109,77.54,19.04,,,,,,,,,
0.105696,437.371086,77.54,19.08,,,,,,,,,
0.105871,442.22769,77.54,19.12,,,,,,,,,
0.106096,448.019124,77.54,19.16,,,,,,,,,
0.106297,452.621699,77.54,19.2,,,,,,,,,
0.106508,458.095053,77.54,19.24,,,,,,,,,
0.106686,462.90995,77.54,19.28,,,,,,,,,
0.10687,467.793916,77.54,19.32,,,,,,,,,
0.107071,473.468751,77.54,19.36,,,,,,,,,
0.10727,478.945751,77.54,19.4,,,,,,,,,
0.107517,483.589701,77.54,19.44,,,,,,,,,
0.10771,488.968091,77.54,19.48,,,,,,,,,
0.107865,493.138448,77.54,19.52,,,,,,,,,
0.108068,499.300936,77.54,19.56,,,,,,,,,
0.108279,504.138462,77.54,19.6,,,,,,,,,
0.108505,508.865731,77.54,19.64,,,,,,,,,
0.108692,513.433274,77.54,19.68,,,,,,,,,
0.108866,518.082622,77.54,19.72,,,,,,,,,
0.109095,523.570273,77.54,19.76,,,,,,,,,
0.109282,527.91186,77.54,19.8,,,,,,,,,
0.109503,532.18807,77.54,19.84,,,,,,,,,
0.109691,537.203974,77.54,19.88,,,,,,,,,
0.109865,540.935344,77.54,19.92,,,,,,,,,
0.110087,545.606658,77.54,19.96,,,,,,,,,
0.11032,549.74203,77.54,20,,,,,,,,,
0.1104,539.558402,77.54,20.04,,,,,,,,,
0.11049,523.145393,77.54,20.08,,,,,,,,,
0.11054,508.424992,77.54,20.12,,,,,,,,,
0.110495,471.82372,77.54,20.16,,,,,,,,,
0.110363,433.551947,77.54,20.2,,,,,,,,,
0.110164,398.672587,77.54,20.24,,,,,,,,,
0.110053,365.416884,77.54,20.28,,,,,,,,,
0.109831,332.945138,77.54,20.32,,,,,,,,,
0.109611,303.188932,77.54,20.36,,,,,,,,,
0.10947,275.387078,77.54,20.4,,,,,,,,,
0.109221,249.385226,77.54,20.44,,,,,,,,,
0.109017,225.717041,77.54,20.48,,,,,,,,,
0.108819,203.785172,77.54,20.52,,,,,,,,,
0.108589,183.743498,77.54,20.56,,,,,,,,,
0.108402,165.132345,77.54,20.6,,,,,,,,,
0.108221,147.923378,77.54,20.64,,,,,,,,,
0.108009,132.200343,77.54,20.68,,,,,,,,,
0.107768,116.67473,77.54,20.72,,,,,,,,,
0.107602,103.536215,77.54,20.76,,,,,,,,,
0.107414,90.66335,77.54,20.8,,,,,,,,,
0.107221,78.402306,77.54,20.84,,,,,,,,,
0.10702,67.037991,77.54,20.88,,,,,,,,,
0.106803,56.079734,77.54,20.92,,,,,,,,,
0.106583,46.207215,77.54,20.96,,,,,,,,,
0.106368,36.540795,77.54,21,,,,,,,,,
0.106172,27.41257,77.54,21.04,,,,,,,,,
0.105968,18.936013,77.54,21.08,,,,,,,,,
0.105801,10.744463,77.54,21.12,,,,,,,,,
0.105599,3.831868,77.54,21.16,,,,,,,,,
0.105406,-3.657257,77.54,21.2,,,,,,,,,
0.105201,-10.742226,77.54,21.24,,,,,,,,,
0.104997,-17.144667,77.54,21.28,,,,,,,,,
0.104804,-23.655912,77.54,21.32,,,,,,,,,
0.104593,-28.956139,77.54,21.36,,,,,,,,,
0.1044,-34.706574,77.54,21.4,,,,,,,,,
0.104199,-40.144145,77.54,21.44,,,,,,,,,
0.10401,-45.189855,77.54,21.48,,,,,,,,,
0.103804,-50.302334,77.54,21.52,,,,,,,,,
0.10361,-54.627411,77.54,21.56,,,,,,,,,
0.103418,-59.284907,77.54,21.6,,,,,,,,,
0.103213,-64.039338,77.54,21.64,,,,,,,,,
0.102956,-68.574424,77.54,21.68,,,,,,,,,
0.102774,-72.749835,77.54,21.72,,,,,,,,,
0.102579,-76.14904,77.54,21.76,,,,,,,,,
0.102411,-80.220184,77.54,21.8,,,,,,,,,
0.102217,-84.311708,77.54,21.84,,,,,,,,,
0.101963,-88.236658,77.54,21.88,,,,,,,,,
0.101756,-92.47115,77.54,21.92,,,,,,,,,
0.101568,-95.456045,77.54,21.96,,,,,,,,,
0.101389,-99.289658,77.54,22,,,,,,,,,
0.101173,-103.0193,77.54,22.04,,,,,,,,,
0.101012,-106.144511,77.54,22.08,,,,,,,,,
0.100792,-110.142585,77.54,22.12,,,,,,,,,
0.100582,-113.425523,77.54,22.16,,,,,,,,,
0.100375,-116.818563,77.54,22.2,,,,,,,,,
0.100186,-120.555838,77.54,22.24,,,,,,,,,
0.099985,-123.467249,77.54,22.28,,,,,,,,,
0.099827,-126.666595,77.54,22.32,,,,,,,,,
0.099609,-129.406432,77.54,22.36,,,,,,,,,
0.099425,-132.833747,77.54,22.4,,,,,,,,,
0.099219,-136.033342,77.54,22.44,,,,,,,,,
0.099026,-139.001194,77.54,22.48,,,,,,,,,
0.098818,-142.351414,77.54,22.52,,,,,,,,,
0.098592,-145.013921,77.54,22.56,,,,,,,,,
0.098364,-148.21251,77.54,22.6,,,,,,,,,
0.098188,-150.938098,77.36,22.64,,,,,,,,,
0.098005,-153.582035,77.36,22.68,,,,,,,,,
0.097801,-156.801833,77.36,22.72,,,,,,,,,
0.097594,-159.519467,77.36,22.76,,,,,,,,,
0.097391,-162.181855,77.36,22.8,,,,,,,,,
0.097203,-165.212824,77.36,22.84,,,,,,,,,
0.096974,-167.890811,77.36,22.88,,,,,,,,,
0.096769,-170.885623,77.36,22.92,,,,,,,,,
0.096568,-173.425033,77.36,22.96,,,,,,,,,
0.096364,-176.350563,77.36,23,,,,,,,,,
0.096176,-179.194336,77.36,23.04,,,,,,,,,
0.095979,-181.780044,77.36,23.08,,,,,,,,,
0.095815,-184.773673,77.36,23.12,,,,,,,,,
0.095623,-187.141912,77.36,23.16,,,,,,,,,
0.095406,-190.246637,77.36,23.2,,,,,,,,,
0.095231,-193.459156,77.36,23.24,,,,,,,,,
0.095009,-196.071304,77.36,23.28,,,,,,,,,
0.094807,-199.399073,77.36,23.32,,,,,,,,,
0.0946,-201.929536,77.36,23.36,,,,,,,,,
0.094406,-205.15744,77.36,23.4,,,,,,,,,
0.094201,-208.762364,77.36,23.44,,,,,,,,,
0.093988,-211.893671,77.36,23.48,,,,,,,,,
0.093787,-215.046162,77.36,23.52,,,,,,,,,
0.093637,-217.784401,77.36,23.56,,,,,,,,,
0.093408,-221.211585,77.36,23.6,,,,,,,,,
0.093193,-224.770376,77.36,23.64,,,,,,,,,
0.092987,-228.211644,77.36,23.68,,,,,,,,,
0.0928,-231.641029,77.36,23.72,,,,,,,,,
0.092633,-234.577364,77.36,23.76,,,,,,,,,
0.092393,-238.670273,77.36,23.8,,,,,,,,,
0.092207,-242.227193,77.36,23.84,,,,,,,,,
0.092018,-245.569614,77.36,23.88,,,,,,,,,
0.091791,-250.162863,77.36,23.92,,,,,,,,,
0.091603,-253.669982,77.36,23.96,,,,,,,,,
0.091447,-257.752499,77.36,24,,,,,,,,,
0.091236,-262.222899,77.36,24.04,,,,,,,,,
0.091031,-266.241554,77.36,24.08,,,,,,,,,
0.090816,-271.293106,77.36,24.12,,,,,,,,,
0.090604,-275.710035,77.36,24.16,,,,,,,,,
0.090398,-280.540602,77.36,24.2,,,,,,,,,
0.090201,-285.458937,77.36,24.24,,,,,,,,,
0.090056,-289.986288,77.36,24.28,,,,,,,,,
0.08983,-295.487621,77.36,24.32,,,,,,,,,
0.089606,-300.856708,77.36,24.36,,,,,,,,,
0.089428,-306.497671,77.36,24.4,,,,,,,,,
0.089252,-312.067078,77.36,24.44,,,,,,,,,
0.089036,-318.152757,77.36,24.48,,,,,,,,,
0.088839,-324.979715,77.36,24.52,,,,,,,,,
0.088655,-330.723904,77.36,24.56,,,,,,,,,
0.088418,-337.956451,77.36,24.6,,,,,,,,,
0.088263,-344.945952,77.36,24.64,,,,,,,,,
0.088064,-351.91415,77.36,24.68,,,,,,,,,
